90.0,1575
77.0,1086
78.0,1083
69.0,1060
76.0,1049
68.0,1048
61.0,1044
62.0,1040
66.0,1040
75.0,1033
72.0,1032
64.0,1019
80.0,1017
63.0,1012
79.0,1009
67.0,1007
74.0,1006
65.0,1001
60.0,990
58.0,986
71.0,973
81.0,969
59.0,942
57.0,937
70.0,930
73.0,922
83.0,909
55.0,880
82.0,873
84.0,867
56.0,852
53.0,837
54.0,826
52.0,787
51.0,763
50.0,730
85.0,698
49.0,682
86.0,663
48.0,632
47.0,608
46.0,600
45.0,542
87.0,521
44.0,513
88.0,500
43.0,453
89.0,452
42.0,426
40.0,391
41.0,385
39.0,370
37.0,310
38.0,307
34.0,270
36.0,251
35.0,245
33.0,234
0.0,225
30.0,218
25.0,217
20.0,212
24.0,205
28.0,204
32.0,202
23.0,200
21.0,196
29.0,193
26.0,192
22.0,189
31.0,187
27.0,167
19.0,138
18.0,125
2.0,65
17.0,63
1.0,42
4.0,38
10.0,37
91.0,34
3.0,32
15.0,32
92.0,28
93.0,25
5.0,23
16.0,20
95.0,17
7.0,17
94.0,16
9.0,13
12.0,12
6.0,11
8.0,10
11.0,9
662.0,9
96.0,8
14.0,6
99.0,5
98.0,5
13.0,4
547.0,3
97.0,3
2155.0,3
100.0,2
147.0,2
688.0,1
20920.0,1
2101.0,1
101.0,1
45881.0,1
81950.0,1
2099.0,1
41171.0,1
6640.0,1
5204.0,1
3113.0,1
20802.0,1
205.0,1
80341.0,1
5162.0,1
1556.0,1
130.0,1
1291.0,1
958.0,1
16832.0,1
53693.0,1
259.0,1
1106.0,1
1456.0,1
75755.0,1
12997.0,1
5348.0,1
862.0,1
112130.0,1
1440.0,1
38807.0,1
103.0,1
2173.0,1
116.0,1
1988.0,1
300.0,1
153.0,1
86608.0,1
86781.0,1
2200.0,1
155.0,1
78764.0,1
39484.0,1
2724.0,1
11091.0,1
106241.0,1
50885.0,1
76073.0,1
2777.0,1
79941.0,1
120.0,1
33801.0,1
104514.0,1
100539.0,1
4448.0,1
2103.0,1
76166.0,1
600.0,1
46366.0,1
46371.0,1
1835.0,1
459.0,1
2139.0,1
21214.0,1
2147.0,1
2148.0,1
110.0,1
